Full Auction title,Is Owned,Is it 'no reserve',Year,Make,Model Family,Model Identifier,Era,Origin,Category,Number Of Comments,Seller,Private Party Or Dealer,Ext. Color Group,Int. Color Group,Buyer,Odometer,Miles Of Kilometers,Location,Chassis/VIN,Status,Value,Auction End Day,Auction End Month,Auction End Day Number,Auction End Time,Number Of Bids,Auction URL,Number Of Views,Watchers,Color Description
Stan Townes “Sting” Formula Vee Project,No,Yes,,"","","",1970s,American,"Projects, Race Cars",102,Raffi (https://bringatrailer.com/member/raffi/) ,Private Party,Blue,,1qwkone (https://bringatrailer.com/member/1qwkone/) ,,,"Sonoma, California 95476",,Sold,"$10,500",Monday,December,28,2:08pm,36,https://bringatrailer.com/listing/1977-stan-townes-the-sting-race-car-formula-vee/,"19,635",588,Blue-Finished Aluminum and Fiberglass Body
1969 Ford Mustang Race Car and 25′ Enclosed Trailer,No,No,1969,Ford,Ford Mustang 1969-1973,"",1960s,American,Race Cars,70,eterwilliger (https://bringatrailer.com/member/eterwilliger/) ,,White,Black,schen49 (https://bringatrailer.com/member/schen49/) ,,,,"",Sold,"$38,500",Monday,December,28,12:49pm,21,https://bringatrailer.com/listing/1969-ford-gt-350r-mustang-race-car/,"40,824","1,031","Navy Blue and White #88 Livery, Black Fixed-Back Racing Seats"
1974 Porsche 911 Race Car,No,No,1974,Porsche,Porsche 911 1974-1977,impact bumperimpact-bumper,1970s,German,Race Cars,31,dholland (https://bringatrailer.com/member/dholland/) ,Private Party,Yellow,Black,,Unknown,Unknown,"Butler, New Jersey 07405",9114102781,Not Sold,"Bid to $38,000",Tuesday,December,22,4:15pm,59,https://bringatrailer.com/listing/1974-porsche-911-63/,"12,119",637,"Yellow and Blue #859 Livery, Black Recaro Seat"
Twin-Turbocharged 1990 Porsche 911 Carrera Targa,No,No,1990,Porsche,Porsche 964 911 (Non-Turbo),964,1990s,German,Race Cars,38,Jc964 (https://bringatrailer.com/member/jc964/) ,Private Party,White,,,73k,Miles,"Danville, California 94506",WP0BB2962LS460372,Not Sold,"Bid to $35,500",Monday,December,21,12:34pm,25,https://bringatrailer.com/listing/1990-porsche-911-carrera-targa-6/,"21,523",903,"Grand Prix White, Big Red Front Brakes"
1985 Ford Thunderbird NASCAR Race Car,No,No,1985,Ford,Ford Thunderbird (1983-1988),"",1980s,American,Race Cars,42,Steve198557 (https://bringatrailer.com/member/steve198557/) ,Private Party,"","",,,,"South San Francisco, California 94080",BP8536,Not Sold,"Bid to $30,358",Friday,December,18,3:19pm,21,https://bringatrailer.com/listing/1985-ford-thunderbird-7/,"12,505",452,""
1920 Falls-Eight Race Car,No,No,1920,"","","",1920s,American,"Prewar, Race Cars",86,RJM (https://bringatrailer.com/member/rjm/) ,Private Party,White,Black,,,,"Montgomeryville, Pennsylvania 18936",10001,Not Sold,"Bid to $39,013",Thursday,December,17,3:17pm,26,https://bringatrailer.com/listing/1920-falls-eight-race-car/,"13,828",525,"White Aluminum Body, Black Upholstery"
1959 Bocar XP-5 Re-Creation 383ci 4-Speed,No,No,1959,Bocar,"","",1950s,American,Race Cars,148,mark_starr (https://bringatrailer.com/member/mark_starr/) ,Dealer,Bronze,White,bzxt7d (https://bringatrailer.com/member/bzxt7d/) ,~100,Miles,"Mount Kisco, New York 10549",AZ366150,Sold,"$111,000",Wednesday,December,16,3:46pm,38,https://bringatrailer.com/listing/1959-bocar-xp5/,"20,663",735,"Metallic Bronze and Cream Paint, Tan and White Vinyl Upholstery"
2006 Mini Cooper S Race Car,No,No,2006,Mini,Mini Modern,"",2000s,British,Race Cars,72,ennisk1 (https://bringatrailer.com/member/ennisk1/) ,Private Party,Green,,roadsterconnection (https://bringatrailer.com/member/roadsterconnection/) ,,,"Jupiter, Florida 33458",WMWRE33596TN26200,Sold,"$17,250",Monday,December,14,2:27pm,24,https://bringatrailer.com/listing/2006-mini-cooper-s-45/,"13,255",390,British Racing Green
1922 Chevrolet Sport Sprintster,No,No,1922,Chevrolet,"","",1920s,American,"Prewar, Race Cars",30,JavJup51 (https://bringatrailer.com/member/javjup51/) ,Private Party,White,Black,,14k,Miles,"Dallas, Texas 75229",Engine Number: 346886,Not Sold,"Bid to $11,500",Monday,December,14,2:10pm,24,https://bringatrailer.com/listing/1922-chevrolet-sport-sprinster/,"10,472",313,"White Wood Body over Red Chassis, Black Vinyl Bench Seat"
GT-Style 2000 Ferrari 360 Challenge Race Car,No,No,2000,Ferrari,Ferrari 360,"",2000s,Italian,Race Cars,107,Bill_Noon (https://bringatrailer.com/member/bill_noon/) ,Dealer,White,,,Unknown,Unknown,"San Diego, California 92126",ZFFYR51B000119604,Not Sold,"Bid to $72,000",Friday,December,11,2:27pm,24,https://bringatrailer.com/listing/2000-ferrari-360gt/,"34,659",911,White Exterior
1960 Lotus 18 Formula Junior,No,No,1960,Lotus,"","",1960s,British,Race Cars,65,JBond1963 (https://bringatrailer.com/member/jbond1963/) ,Dealer,Yellow,Red,,,,"Stuart, Florida 34997",987168,Not Sold,"Bid to $35,000",Thursday,December,10,2:45pm,10,https://bringatrailer.com/listing/1960-lotus-lotus-18-formula-junior/,"17,386",722,"British Racing Green w/Yellow Accents, Red Upholstery"
1988 BMW M3 Rally Car,No,No,1988,BMW,BMW E30 M3,3 series3-seriese30e30 m3s14,1980s,German,Race Cars,131,SportsPurposeGarage (https://bringatrailer.com/member/sportspurposegarage/) ,Private Party,White,,,Unknown,Unknown,"Livermore, California 94551",WBSAK050701894010,Not Sold,"Bid to $59,000",Thursday,December,10,2:18pm,14,https://bringatrailer.com/listing/1988-bmw-m3-evolution-2/,"29,015",895,White w/Replica Group A Livery
2013 Lamborghini Gallardo LP570-4 Super Trofeo Race Car,No,No,2013,Lamborghini,Lamborghini Gallardo,"",2010s,Italian,Race Cars,59,Art00 (https://bringatrailer.com/member/art00/) ,Dealer,Black,,,"4,800",Kilometers,"Vancouver, British Columbia, Canada",ZHWGE5AU2DLA13507,Not Sold,"Bid to $85,500",Monday,December,7,3:11pm,11,https://bringatrailer.com/listing/2013-lamborghini-gallardo-super-trofeo-race-car/,"29,270",874,Black OMP Racing Seat
42-Years-Owned 1970 Chevrolet Camaro Race Car Project,Yes,No,1970,Chevrolet,Chevrolet Camaro 2nd Generation 1970-1981,"",1970s,American,"Projects, Race Cars",31,transamfan61 (https://bringatrailer.com/member/transamfan61/) ,Private Party,Orange,,,Unknown,Unknown,"Gainesville, Virginia 20155",124870N551659,Not Sold,"Bid to $15,500",Thursday,December,3,3:30pm,19,https://bringatrailer.com/listing/1970-chevrolet-camaro-24/,"11,961",342,Orange Exterior
1968 Chevrolet Corvette Race Car,No,No,1968,Chevrolet,Chevrolet Corvette C3,c3,1960s,American,Race Cars,43,Wheelrdealer (https://bringatrailer.com/member/wheelrdealer/) ,Private Party,Red,,jbechtol47 (https://bringatrailer.com/member/jbechtol47/) ,25k,Miles,"Saint Joseph, Michigan 49085",194378S412737,Sold,"$29,500",Wednesday,December,2,3:23pm,29,https://bringatrailer.com/listing/1968-chevrolet-corvette-38/,"9,868",448,Refinished in Red
1955 Ford Fairlane Race Car,No,No,1955,Ford,Ford Fairlane,"",1950s,American,Race Cars,202,DiversionMotors (https://bringatrailer.com/member/diversionmotors/) ,Dealer,White,,chookasd (https://bringatrailer.com/member/chookasd/) ,Unknown,Unknown,"Manitowoc, Wisconsin 54220",N/A,Sold,"$68,001",Monday,November,30,4:24pm,77,https://bringatrailer.com/listing/1955-ford-fairlane-7/,"40,909",993,Repainted Banner Blue/Snowshoe White
1965 Merlyn Mk6A,No,No,1965,"","","",1960s,British,Race Cars,68,edithscottu (https://bringatrailer.com/member/edithscottu/) ,Private Party,White,,BAT284 (https://bringatrailer.com/member/bat284/) ,Unknown,Unknown,"Newtown, Connecticut 06470",74 RS,Sold,"$74,500",Monday,November,30,1:54pm,29,https://bringatrailer.com/listing/1965-merlyn-mark-6a/,"16,815",650,White w/British Racing Green Stripe
1982 Ford Escort Race Car,No,No,1982,Ford,"","",1980s,American,Race Cars,58,Sharp.63 (https://bringatrailer.com/member/sharp.63/) ,,"","",renault_itc (https://bringatrailer.com/member/renault_itc/) ,,,,"",Sold,"$6,500",Friday,November,27,2:32pm,27,https://bringatrailer.com/listing/1982-ford-escort/,"10,156",287,""
1967 Triumph GT6 Race Car,No,Yes,1967,Triumph,Triumph GT6,"",1960s,British,Race Cars,63,HWA (https://bringatrailer.com/member/hwa/) ,Private Party,White,,jpfrazier (https://bringatrailer.com/member/jpfrazier/) ,,,"Nashville, Tennessee 37221",KC761L,Sold,"$14,500",Friday,November,27,12:07pm,20,https://bringatrailer.com/listing/1967-triumph-gt6-9/,"14,611",575,White w/Blue Stripe
LS6-Powered 2004 Mazda RX-8 6-Speed,No,No,2004,Mazda,Mazda RX-8,"",2000s,Japanese,Race Cars,32,bspeedatl (https://bringatrailer.com/member/bspeedatl/) ,Private Party,"","",bakkward (https://bringatrailer.com/member/bakkward/) ,104k,Chassis,"Cumming, Georgia 30040",JM1FE173440138292,Sold,"$14,500",Wednesday,November,25,2:45pm,8,https://bringatrailer.com/listing/2004-mazda-rx-8-33/,"16,358",413,""
Plymouth Barracuda Drag Car Project,No,No,,Plymouth,Plymouth Barracuda,"",1970s,American,"Projects, Race Cars",47,SParsons13 (https://bringatrailer.com/member/sparsons13/) ,Private Party,White,Black,Dagw00d (https://bringatrailer.com/member/dagw00d/) ,30k,Miles,"Little Hocking, Ohio 45742",25364301,Sold,"$15,501",Wednesday,November,25,2:38pm,22,https://bringatrailer.com/listing/1970-plymouth-cuda-5/,"12,262",300,"Red and White, Black Vinyl Upholstery"
1978 Lola T492 Sports Race Car,No,No,1978,Lola,"","",1970s,British,Race Cars,61,Nolasport (https://bringatrailer.com/member/nolasport/) ,Dealer,"","",,,,"New Orleans, Louisiana 70118",HU#51,Not Sold,"Bid to $36,460",Wednesday,November,25,12:28pm,15,https://bringatrailer.com/listing/1978-lola-t492-sports-racer/,"13,486",595,""
1963 MG MGB Race Car,No,No,1963,MG,MG MGB,mgmg b,1960s,British,Race Cars,46,Bondracer7 (https://bringatrailer.com/member/bondracer7/) ,Private Party,Green,,steelsails (https://bringatrailer.com/member/steelsails/) ,Unknown,Unknown,"Dallas, Texas 75229",GHN3L/25819,Sold,"$8,500",Tuesday,November,24,3:55pm,35,https://bringatrailer.com/listing/1963-mg-mgb-10/,"11,151",533,British Racing Green
2005 Ford Mustang FR500C Race Car #001,No,No,2005,Ford,Ford Mustang S197 2005-2014,"",2000s,American,Race Cars,59,Mwilson7 (https://bringatrailer.com/member/mwilson7/) ,Private Party,White,,,Unknown,Unknown,"Milford, Michigan 48381",FR500C001,Not Sold,"Bid to $58,700",Monday,November,23,1:35pm,45,https://bringatrailer.com/listing/2005-ford-mustang-51/,"11,846",417,White with Blue Stripes
Scarbo SVF1 1967 Ferrari 312 Replica,No,No,1967,Ferrari,"","",1960s,Italian,Race Cars,189,Swiftmotoring (https://bringatrailer.com/member/swiftmotoring/) ,Private Party,Red,Red,,,,"Jupiter, Florida 33478",N/A,Not Sold,"Bid to $135,000",Friday,November,20,3:19pm,25,https://bringatrailer.com/listing/1967-ferrari-312-3/,"41,819","1,344","Red #3 Livery, Dark Red Seat"
LS3-Powered 1989 Porsche 944 S2 Race Car,No,No,1989,Porsche,Porsche 944,"",1980s,German,Race Cars,57,Rddurocher (https://bringatrailer.com/member/rddurocher/) ,Private Party,White,,Mariooch97 (https://bringatrailer.com/member/mariooch97/) ,Unknown,Unknown,"Hendersonville, Tennessee 37075",WPOAB2949KN452079,Sold,"$38,500",Friday,November,20,2:40pm,47,https://bringatrailer.com/listing/1989-porsche-944-s2-19/,"13,491",545,White/Blue Rothmans-Style Livery
1971 Porsche 911T RSR-Style Race Car,No,No,1971,Porsche,Porsche Longhood 911,"",1970s,German,Race Cars,84,SellMyPorsche1 (https://bringatrailer.com/member/sellmyporsche1/) ,,White,,AncientOne (https://bringatrailer.com/member/ancientone/) ,Unknown,Unknown,,"",Sold,"$48,000",Tuesday,November,17,12:37pm,37,https://bringatrailer.com/listing/1971-porsche-911-rsr-replica/,"23,521",940,Green w/White Stripes
Reynard Formula Ford,No,No,,Reynard,"","",1970s,British,Race Cars,62,Car-Geezer (https://bringatrailer.com/member/car-geezer/) ,Private Party,Red,,andredavidbrown (https://bringatrailer.com/member/andredavidbrown/) ,Unknown,Unknown,"Prior Lake, Minnesota 55372-2847",R75-09,Sold,"$14,000",Thursday,November,12,3:46pm,34,https://bringatrailer.com/listing/1975-reynard-formula-ford/,"15,416",615,Red Body Shell and Nosecone
26-Years-Owned 1932 Austin Seven Special,Yes,No,1932,Austin,"","",1930s,British,"Prewar, Race Cars",92,geodav (https://bringatrailer.com/member/geodav/) ,Private Party,Blue,Black,TJM3 (https://bringatrailer.com/member/tjm3/) ,Unknown,Unknown,"Louisville, Kentucky 40207",Rawson 7-93,Sold,"$18,250",Wednesday,November,11,2:20pm,36,https://bringatrailer.com/listing/1932-austin-seven/,"20,094",754,"Repainted Blue, Black Vinyl Bucket Seat"
2016 Wolf Racing Cars GB08 SM Race Car,No,No,2016,"","","",2010s,Italian,Race Cars,32,JrIIIRacing (https://bringatrailer.com/member/jriiiracing/) ,Private Party,Black,,,4k,Kilometers,"Mooresville, North Carolina 28115",149,Not Sold,"Bid to $73,000",Tuesday,November,10,3:24pm,42,https://bringatrailer.com/listing/2016-wolf-racing-cars-gb-08-sm/,"15,747",470,Black & Neon Green
1973 Porsche 911S ST Tribute,No,No,1973,Porsche,Porsche Longhood 911,"",1970s,German,Race Cars,110,mark_starr (https://bringatrailer.com/member/mark_starr/) ,Dealer,Ivory,,,6k,Kilometers,"Mount Kisco, New York 10549",9113301397,Not Sold,"Bid to $145,000",Tuesday,November,10,12:42pm,17,https://bringatrailer.com/listing/1973-porsche-911s-st/,"38,597","1,723",Light Ivory over Black
2008 Dodge Viper ACR Track Car with Custom Trailer,No,No,2008,Dodge,Dodge Viper ZB II (2008-2010),"",2000s,American,Race Cars,54,Cbellah (https://bringatrailer.com/member/cbellah/) ,Private Party,Black,,,9k,Miles,"Lees Summit, Missouri 64086",1B3JZ69Z18V200979,Not Sold,"Bid to $52,000",Monday,November,9,12:57pm,16,https://bringatrailer.com/listing/2008-dodge-viper-13/,"36,157",869,Black w/Red Stripe
Shelby Daytona Coupe Replica,No,No,,Shelby,Shelby Daytona Coupe Replica,"",1960s,American,Race Cars,88,mark_starr (https://bringatrailer.com/member/mark_starr/) ,Dealer,White,,Protourdan (https://bringatrailer.com/member/protourdan/) ,"3,200",Miles,"Mount Kisco, New York, 10549",USR2602,Sold,"$72,500",Tuesday,November,3,2:56pm,37,https://bringatrailer.com/listing/1964-ford-shelby-daytona-coupe/,"25,881","1,290",Red and White Scuderia Filipinetti Livery
Modified 1972 Datsun 510 5-Speed,No,No,1972,Datsun,Datsun 510,"",1970s,Japanese,Race Cars,96,Westwoodracer (https://bringatrailer.com/member/westwoodracer/) ,Private Party,Saffron,Black,,99k,Miles,"Ladysmith, British Columbia, Canada",PL510354318,Not Sold,"Bid to $21,510",Tuesday,November,3,1:24pm,15,https://bringatrailer.com/listing/1972-datsun-510-44/,"23,223",683,"Volvo Saffron Pearl Paint, Black Interior"
1982 Mazda RX-7 Track Car,No,No,1982,Mazda,Mazda RX-7 FB,"",1980s,Japanese,Race Cars,28,Driente (https://bringatrailer.com/member/driente/) ,,"","",Nanitaperu (https://bringatrailer.com/member/nanitaperu/) ,,,,"",Sold,"$10,200",Friday,October,30,1:41pm,25,https://bringatrailer.com/listing/1982-mazda-rx-7-15/,"11,551",289,""
26R-Style 1966 Lotus Elan S2 Race Car,No,No,1966,Lotus,Lotus Elan,"",1960s,"",Race Cars,144,911r (https://bringatrailer.com/member/911r/) ,Dealer,Green,,Lrocket (https://bringatrailer.com/member/lrocket/) ,,,"Portland, Oregon 97227",CHNO 26/5565,Sold,"$62,000",Thursday,October,29,1:03pm,39,https://bringatrailer.com/listing/1965-lotus-elan-26r/,"30,842",992,Metallic Green w/Black Removable Hardtop
1970 Ford Mustang Boss 302 Race Car,No,No,1970,Ford,Ford Mustang 1969-1973,"",1970s,American,Race Cars,92,Jzram (https://bringatrailer.com/member/jzram/) ,,Orange,,RedGoal (https://bringatrailer.com/member/redgoal/) ,,,,"",Sold,"$50,500",Tuesday,October,27,1:46pm,26,https://bringatrailer.com/listing/1970-ford-mustang-boss-302-27/,"26,123","1,022",Grabber Blue & Grabber Orange Exterior
1990 Porsche 911 Race Car,No,No,1990,Porsche,Porsche 964 911 (Non-Turbo),"",1990s,German,Race Cars,80,LEEL (https://bringatrailer.com/member/leel/) ,,Maroon,,993esr (https://bringatrailer.com/member/993esr/) ,120k,Miles,,"",Sold,"$42,500",Monday,October,26,1:56pm,28,https://bringatrailer.com/listing/1990-porsche-964-carrera-2/,"19,167",834,Gold w/ Maroon Stripes
2013 Ford Mustang Cobra Jet,No,No,2013,Ford,"Ford Mustang S197 2005-2014, Ford Shelby Mustang (2006+)","",2010s,American,Race Cars,23,fastlanesutosales (https://bringatrailer.com/member/fastlanesutosales/) ,,Black,Black,,,,,"",Not Sold,"Bid to $51,000",Friday,October,23,2:15pm,36,https://bringatrailer.com/listing/2013-ford-cobra-jet/,"15,392",477,"Black w/ Cobra Jet Graphics, Black Interior w/ Roll Cage"
1988 BMW M3 Track Car,No,No,1988,BMW,BMW E30 M3,3 series3-seriese30e30 m3s14,1980s,German,Race Cars,47,cfunk740 (https://bringatrailer.com/member/cfunk740/) ,,"","",oktane (https://bringatrailer.com/member/oktane/) ,141k,Miles,,"",Sold,"$31,500",Thursday,October,22,2:12pm,14,https://bringatrailer.com/listing/1988-bmw-m3-110/,"20,019",620,""
38-Years-Owned 1965 Sunbeam Tiger “Monster” Race Car,Yes,No,1965,Sunbeam,Sunbeam Tiger,"",1960s,British,Race Cars,208,FantasyJunction (https://bringatrailer.com/member/fantasyjunction/) ,Dealer,White,,cfujgo (https://bringatrailer.com/member/cfujgo/) ,,,"Emeryville, California 94608",B9472738,Sold,"$160,000",Wednesday,October,21,12:02pm,41,https://bringatrailer.com/listing/1966-sunbeam-tiger-race-car/,"55,293","1,585",Blue & White Racing Livery
2004 Volkswagen R32 Race Car,No,No,2004,Volkswagen,Volkswagen R32,vw,2000s,German,Race Cars,101,MOTORVAULT (https://bringatrailer.com/member/motorvault/) ,,Pearl,Black,,38k,Miles,,"",Not Sold,"Bid to $26,500",Monday,October,19,2:49pm,47,https://bringatrailer.com/listing/2004-volkswagen-r32-67/,"19,927",581,"Deep Blue Pearl w/ Carbon-Fiber Hood & Hatch, Black Recaro Bucket Seats"
1962 Jaguar XKE Coupe Race Car Project,No,No,1962,Jaguar,Jaguar XKE Series I,e typee-type,1960s,British,"Projects, Race Cars",68,the_watson (https://bringatrailer.com/member/the_watson/) ,,White,,JLAMA80s (https://bringatrailer.com/member/jlama80s/) ,Unknown,Unknown,,"",Sold,"$36,500",Friday,October,16,1:54pm,44,https://bringatrailer.com/listing/1962-jaguar-xke-coupe-8/,"16,627",837,White with Blue Stripes
1961 Alfa Romeo Giulietta Sprint Veloce Race Car,No,Yes,1961,Alfa Romeo,Alfa Romeo 750/101 Series Giulietta & Giulia,"",1960s,Italian,Race Cars,46,FantasyJunction (https://bringatrailer.com/member/fantasyjunction/) ,Dealer,White,Black,georgej (https://bringatrailer.com/member/georgej/) ,53k,Kilometers,"Emeryville, California 94608",AR*156625*,Sold,"$35,000",Wednesday,October,14,12:23pm,29,https://bringatrailer.com/listing/1961-alfa-romeo-giulietta-sprint-race-car/,"15,756",715,"Red and White Livery, Black Vinyl Interior"
Modified 1957 Triumph TR3A 2.1L,No,No,1957,Triumph,Triumph TR3,tr3tr3 atr3-a,1950s,British,Race Cars,47,Racerwrtr (https://bringatrailer.com/member/racerwrtr/) ,,White,,SimonY (https://bringatrailer.com/member/simony/) ,84k,Miles,,"",Sold,"$17,250",Monday,October,12,3:20pm,22,https://bringatrailer.com/listing/1957-triumph-tr3a-3/,"9,688",455,Green & White over Black
1968 Ginetta G16,No,No,1968,Ginetta,"","",1960s,British,Race Cars,76,lnev (https://bringatrailer.com/member/lnev/) ,,"","",,,,,"",Not Sold,"Bid to $72,500",Monday,October,12,3:04pm,32,https://bringatrailer.com/listing/1968-ginetta-g16/,"16,942",698,""
1982 Chrimilton Formula Vee,No,No,1982,"","","",1980s,"",Race Cars,92,wilkmanracing (https://bringatrailer.com/member/wilkmanracing/) ,,"","",HWA (https://bringatrailer.com/member/hwa/) ,,,,,Sold,"$5,100",Monday,October,12,2:27pm,26,https://bringatrailer.com/listing/1982-1982-formula-vee-race-car-formula-vee/,"13,277",459,""
2013 Lamborghini Gallardo LP570-4 Super Trofeo Race Car,No,No,2013,Lamborghini,Lamborghini Gallardo,"",2010s,Italian,Race Cars,75,proform (https://bringatrailer.com/member/proform/) ,,White,,Wobbs (https://bringatrailer.com/member/wobbs/) ,"2,400",Kilometers,,"",Sold,"$120,000",Friday,October,9,1:26pm,13,https://bringatrailer.com/listing/2013-lamborghini-super-trofeo-gallardo/,"30,007",762,White w/Carbon Fiber Aero Kit
1967 Austin Mini Mk1 Rally Car,No,Yes,1967,Mini,Mini Classic,"",1960s,British,Race Cars,120,Alex_V (https://bringatrailer.com/member/alex_v/) ,,Black,Red,Gentenaar (https://bringatrailer.com/member/gentenaar/) ,10k,Kilometers,"","",Sold,"$58,500",Thursday,October,8,12:17pm,49,https://bringatrailer.com/listing/1967-austin-mini-3/,"15,993",615,"Red w/White Roof and Black Fender Flares, Red/Gray Cloth Interior"
